"year","genus","species","weight","plot_type"
1981,"Neotoma","albigula",173,"Control"
1981,"Neotoma","albigula",155,"Control"
1981,"Neotoma","albigula",157,"Control"
1981,"Neotoma","albigula",160,"Control"
1981,"Neotoma","albigula",162,"Control"
1981,"Neotoma","albigula",169,"Control"
1981,"Neotoma","albigula",172,"Control"
1981,"Neotoma","albigula",180,"Control"
1981,"Neotoma","albigula",186,"Control"
1981,"Neotoma","albigula",83,"Control"
1981,"Neotoma","albigula",195,"Control"
1981,"Neotoma","albigula",199,"Control"
1981,"Neotoma","albigula",231,"Control"
1981,"Neotoma","albigula",235,"Control"
1981,"Neotoma","albigula",264,"Control"
1981,"Neotoma","albigula",55,"Control"
1981,"Neotoma","albigula",85,"Control"
1981,"Neotoma","albigula",87,"Control"
1981,"Neotoma","albigula",91,"Control"
1981,"Neotoma","albigula",158,"Long-term Krat Exclosure"
1981,"Neotoma","albigula",174,"Long-term Krat Exclosure"
1981,"Neotoma","albigula",126,"Control"
1981,"Neotoma","albigula",165,"Long-term Krat Exclosure"
1981,"Neotoma","albigula",165,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",40,"Control"
1982,"Neotoma","albigula",100,"Control"
1982,"Neotoma","albigula",112,"Control"
1982,"Neotoma","albigula",120,"Control"
1982,"Neotoma","albigula",120,"Control"
1982,"Neotoma","albigula",152,"Control"
1982,"Neotoma","albigula",165,"Control"
1982,"Neotoma","albigula",202,"Control"
1982,"Neotoma","albigula",206,"Control"
1982,"Neotoma","albigula",211,"Control"
1982,"Neotoma","albigula",219,"Control"
1982,"Neotoma","albigula",222,"Control"
1982,"Neotoma","albigula",103,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",114,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",136,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",145,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",163,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",173,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",200,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",211,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",123,"Control"
1982,"Neotoma","albigula",168,"Control"
1982,"Neotoma","albigula",189,"Control"
1982,"Neotoma","albigula",198,"Control"
1982,"Neotoma","albigula",212,"Control"
1982,"Neotoma","albigula",97,"Control"
1982,"Neotoma","albigula",102,"Control"
1982,"Neotoma","albigula",118,"Control"
1982,"Neotoma","albigula",217,"Control"
1982,"Neotoma","albigula",219,"Control"
1982,"Neotoma","albigula",220,"Control"
1982,"Neotoma","albigula",226,"Control"
1982,"Neotoma","albigula",235,"Control"
1982,"Neotoma","albigula",252,"Control"
1982,"Neotoma","albigula",83,"Control"
1982,"Neotoma","albigula",112,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",129,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",137,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",164,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",178,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",183,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",185,"Long-term Krat Exclosure"
1982,"Neotoma","albigula",114,"Control"
1982,"Neotoma","albigula",139,"Control"
1982,"Neotoma","albigula",142,"Control"
1982,"Neotoma","albigula",143,"Control"
1982,"Neotoma","albigula",146,"Control"
1982,"Neotoma","albigula",146,"Control"
1982,"Neotoma","albigula",150,"Control"
1982,"Neotoma","albigula",152,"Control"
1983,"Neotoma","albigula",126,"Control"
1983,"Neotoma","albigula",138,"Control"
1983,"Neotoma","albigula",147,"Control"
1983,"Neotoma","albigula",148,"Control"
1983,"Neotoma","albigula",150,"Control"
1983,"Neotoma","albigula",151,"Control"
1983,"Neotoma","albigula",158,"Control"
1983,"Neotoma","albigula",161,"Control"
1983,"Neotoma","albigula",164,"Control"
1983,"Neotoma","albigula",175,"Control"
1983,"Neotoma","albigula",110,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",150,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",226,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",196,"Control"
1983,"Neotoma","albigula",162,"Control"
1983,"Neotoma","albigula",171,"Control"
1983,"Neotoma","albigula",175,"Control"
1983,"Neotoma","albigula",185,"Control"
1983,"Neotoma","albigula",208,"Control"
1983,"Neotoma","albigula",94,"Control"
1983,"Neotoma","albigula",128,"Control"
1983,"Neotoma","albigula",158,"Control"
1983,"Neotoma","albigula",165,"Control"
1983,"Neotoma","albigula",168,"Control"
1983,"Neotoma","albigula",170,"Control"
1983,"Neotoma","albigula",187,"Control"
1983,"Neotoma","albigula",239,"Control"
1983,"Neotoma","albigula",98,"Control"
1983,"Neotoma","albigula",113,"Control"
1983,"Neotoma","albigula",125,"Control"
1983,"Neotoma","albigula",142,"Control"
1983,"Neotoma","albigula",151,"Control"
1983,"Neotoma","albigula",117,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",134,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",145,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",146,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",148,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",148,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",233,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",44,"Control"
1983,"Neotoma","albigula",71,"Control"
1983,"Neotoma","albigula",145,"Control"
1983,"Neotoma","albigula",176,"Control"
1983,"Neotoma","albigula",180,"Control"
1983,"Neotoma","albigula",180,"Control"
1983,"Neotoma","albigula",216,"Control"
1983,"Neotoma","albigula",139,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",131,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",144,"Long-term Krat Exclosure"
1983,"Neotoma","albigula",88,"Control"
1983,"Neotoma","albigula",110,"Control"
1984,"Neotoma","albigula",125,"Control"
1984,"Neotoma","albigula",125,"Control"
1984,"Neotoma","albigula",126,"Control"
1984,"Neotoma","albigula",130,"Control"
1984,"Neotoma","albigula",151,"Control"
1984,"Neotoma","albigula",157,"Control"
1984,"Neotoma","albigula",173,"Control"
1984,"Neotoma","albigula",164,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",206,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",211,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",220,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",222,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",241,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",250,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",118,"Control"
1984,"Neotoma","albigula",131,"Control"
1984,"Neotoma","albigula",140,"Control"
1984,"Neotoma","albigula",104,"Control"
1984,"Neotoma","albigula",126,"Control"
1984,"Neotoma","albigula",129,"Control"
1984,"Neotoma","albigula",132,"Control"
1984,"Neotoma","albigula",135,"Control"
1984,"Neotoma","albigula",146,"Control"
1984,"Neotoma","albigula",95,"Control"
1984,"Neotoma","albigula",139,"Control"
1984,"Neotoma","albigula",216,"Control"
1984,"Neotoma","albigula",50,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",135,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",135,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",142,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",216,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",217,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",224,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",259,"Long-term Krat Exclosure"
1984,"Neotoma","albigula",93,"Control"
1984,"Neotoma","albigula",98,"Control"
1984,"Neotoma","albigula",108,"Control"
1984,"Neotoma","albigula",140,"Control"
1984,"Neotoma","albigula",152,"Control"
1985,"Neotoma","albigula",91,"Control"
1985,"Neotoma","albigula",106,"Control"
1985,"Neotoma","albigula",136,"Control"
1985,"Neotoma","albigula",148,"Control"
1985,"Neotoma","albigula",160,"Control"
1985,"Neotoma","albigula",174,"Control"
1985,"Neotoma","albigula",186,"Control"
1985,"Neotoma","albigula",103,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",141,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",146,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",150,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",153,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",157,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",225,"Long-term Krat Exclosure"
1985,"Neotoma","albigula",155,"Control"
1985,"Neotoma","albigula",166,"Control"
1985,"Neotoma","albigula",178,"Control"
1985,"Neotoma","albigula",181,"Control"
1985,"Neotoma","albigula",183,"Control"
1985,"Neotoma","albigula",192,"Control"
1985,"Neotoma","albigula",101,"Control"
1985,"Neotoma","albigula",119,"Control"
1985,"Neotoma","albigula",129,"Control"
1985,"Neotoma","albigula",123,"Control"
1985,"Neotoma","albigula",162,"Control"
1985,"Neotoma","albigula",165,"Control"
1985,"Neotoma","albigula",168,"Control"
1985,"Neotoma","albigula",168,"Control"
1985,"Neotoma","albigula",174,"Control"
1985,"Neotoma","albigula",177,"Control"
1985,"Neotoma","albigula",113,"Control"
1986,"Neotoma","albigula",82,"Control"
1986,"Neotoma","albigula",110,"Control"
1986,"Neotoma","albigula",135,"Control"
1986,"Neotoma","albigula",163,"Control"
1986,"Neotoma","albigula",177,"Control"
1986,"Neotoma","albigula",184,"Control"
1986,"Neotoma","albigula",202,"Control"
1986,"Neotoma","albigula",221,"Control"
1986,"Neotoma","albigula",227,"Control"
1986,"Neotoma","albigula",240,"Control"
1986,"Neotoma","albigula",102,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",123,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",138,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",172,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",173,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",174,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",176,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",177,"Long-term Krat Exclosure"
1986,"Neotoma","albigula",94,"Control"
1986,"Neotoma","albigula",113,"Control"
1986,"Neotoma","albigula",91,"Control"
1986,"Neotoma","albigula",98,"Control"
1986,"Neotoma","albigula",134,"Control"
1986,"Neotoma","albigula",170,"Control"
1986,"Neotoma","albigula",180,"Control"
1986,"Neotoma","albigula",185,"Control"
1986,"Neotoma","albigula",205,"Control"
1986,"Neotoma","albigula",210,"Control"
1986,"Neotoma","albigula",101,"Control"
1986,"Neotoma","albigula",180,"Control"
1986,"Neotoma","albigula",180,"Control"
1986,"Neotoma","albigula",183,"Control"
1986,"Neotoma","albigula",184,"Control"
1986,"Neotoma","albigula",188,"Control"
1986,"Neotoma","albigula",188,"Control"
1986,"Neotoma","albigula",204,"Control"
1986,"Neotoma","albigula",70,"Control"
1986,"Neotoma","albigula",99,"Control"
1986,"Neotoma","albigula",116,"Control"
1986,"Neotoma","albigula",131,"Control"
1986,"Neotoma","albigula",142,"Control"
1986,"Neotoma","albigula",182,"Control"
1986,"Neotoma","albigula",185,"Control"
1986,"Neotoma","albigula",192,"Control"
1986,"Neotoma","albigula",98,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",72,"Control"
1987,"Neotoma","albigula",79,"Control"
1987,"Neotoma","albigula",99,"Control"
1987,"Neotoma","albigula",136,"Control"
1987,"Neotoma","albigula",146,"Control"
1987,"Neotoma","albigula",146,"Control"
1987,"Neotoma","albigula",167,"Control"
1987,"Neotoma","albigula",176,"Control"
1987,"Neotoma","albigula",197,"Control"
1987,"Neotoma","albigula",203,"Control"
1987,"Neotoma","albigula",214,"Control"
1987,"Neotoma","albigula",253,"Control"
1987,"Neotoma","albigula",259,"Control"
1987,"Neotoma","albigula",260,"Control"
1987,"Neotoma","albigula",260,"Control"
1987,"Neotoma","albigula",269,"Control"
1987,"Neotoma","albigula",270,"Control"
1987,"Neotoma","albigula",278,"Control"
1987,"Neotoma","albigula",69,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",79,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",140,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",161,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",176,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",179,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",180,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",186,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",192,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",199,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",187,"Control"
1987,"Neotoma","albigula",120,"Control"
1987,"Neotoma","albigula",134,"Control"
1987,"Neotoma","albigula",53,"Control"
1987,"Neotoma","albigula",150,"Control"
1987,"Neotoma","albigula",162,"Control"
1987,"Neotoma","albigula",168,"Control"
1987,"Neotoma","albigula",164,"Control"
1987,"Neotoma","albigula",196,"Control"
1987,"Neotoma","albigula",212,"Control"
1987,"Neotoma","albigula",218,"Control"
1987,"Neotoma","albigula",230,"Control"
1987,"Neotoma","albigula",234,"Control"
1987,"Neotoma","albigula",239,"Control"
1987,"Neotoma","albigula",75,"Control"
1987,"Neotoma","albigula",80,"Control"
1987,"Neotoma","albigula",106,"Control"
1987,"Neotoma","albigula",184,"Control"
1987,"Neotoma","albigula",204,"Control"
1987,"Neotoma","albigula",210,"Control"
1987,"Neotoma","albigula",211,"Control"
1987,"Neotoma","albigula",179,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",190,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",68,"Control"
1987,"Neotoma","albigula",96,"Control"
1987,"Neotoma","albigula",142,"Control"
1987,"Neotoma","albigula",145,"Control"
1987,"Neotoma","albigula",162,"Control"
1987,"Neotoma","albigula",171,"Control"
1987,"Neotoma","albigula",179,"Control"
1987,"Neotoma","albigula",190,"Control"
1987,"Neotoma","albigula",202,"Control"
1987,"Neotoma","albigula",150,"Long-term Krat Exclosure"
1987,"Neotoma","albigula",55,"Control"
1987,"Neotoma","albigula",84,"Control"
1987,"Neotoma","albigula",110,"Control"
1987,"Neotoma","albigula",139,"Control"
1987,"Neotoma","albigula",146,"Control"
1987,"Neotoma","albigula",153,"Control"
1988,"Neotoma","albigula",132,"Control"
1988,"Neotoma","albigula",148,"Control"
1988,"Neotoma","albigula",161,"Control"
1988,"Neotoma","albigula",161,"Control"
1988,"Neotoma","albigula",170,"Control"
1988,"Neotoma","albigula",188,"Control"
1988,"Neotoma","albigula",248,"Control"
1988,"Neotoma","albigula",196,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",209,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",226,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",126,"Control"
1988,"Neotoma","albigula",60,"Control"
1988,"Neotoma","albigula",100,"Control"
1988,"Neotoma","albigula",172,"Control"
1988,"Neotoma","albigula",178,"Control"
1988,"Neotoma","albigula",137,"Control"
1988,"Neotoma","albigula",145,"Control"
1988,"Neotoma","albigula",167,"Control"
1988,"Neotoma","albigula",190,"Control"
1988,"Neotoma","albigula",133,"Control"
1988,"Neotoma","albigula",177,"Control"
1988,"Neotoma","albigula",188,"Control"
1988,"Neotoma","albigula",232,"Control"
1988,"Neotoma","albigula",90,"Control"
1988,"Neotoma","albigula",94,"Control"
1988,"Neotoma","albigula",100,"Control"
1988,"Neotoma","albigula",195,"Control"
1988,"Neotoma","albigula",105,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",143,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",148,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",150,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",180,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",186,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",188,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",198,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",128,"Control"
1988,"Neotoma","albigula",144,"Control"
1988,"Neotoma","albigula",148,"Control"
1988,"Neotoma","albigula",158,"Control"
1988,"Neotoma","albigula",161,"Control"
1988,"Neotoma","albigula",175,"Control"
1988,"Neotoma","albigula",177,"Control"
1988,"Neotoma","albigula",32,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",141,"Long-term Krat Exclosure"
1988,"Neotoma","albigula",176,"Control"
1988,"Neotoma","albigula",178,"Control"
1988,"Neotoma","albigula",186,"Control"
1988,"Neotoma","albigula",190,"Control"
1989,"Neotoma","albigula",97,"Control"
1989,"Neotoma","albigula",242,"Control"
1989,"Neotoma","albigula",161,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",192,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",196,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",197,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",198,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",203,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",208,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",57,"Control"
1989,"Neotoma","albigula",104,"Control"
1989,"Neotoma","albigula",123,"Control"
1989,"Neotoma","albigula",126,"Control"
1989,"Neotoma","albigula",137,"Control"
1989,"Neotoma","albigula",185,"Control"
1989,"Neotoma","albigula",190,"Control"
1989,"Neotoma","albigula",249,"Control"
1989,"Neotoma","albigula",104,"Control"
1989,"Neotoma","albigula",116,"Control"
1989,"Neotoma","albigula",151,"Control"
1989,"Neotoma","albigula",187,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",73,"Control"
1989,"Neotoma","albigula",78,"Control"
1989,"Neotoma","albigula",84,"Control"
1989,"Neotoma","albigula",85,"Control"
1989,"Neotoma","albigula",88,"Control"
1989,"Neotoma","albigula",103,"Control"
1989,"Neotoma","albigula",106,"Control"
1989,"Neotoma","albigula",118,"Control"
1989,"Neotoma","albigula",149,"Control"
1989,"Neotoma","albigula",157,"Control"
1989,"Neotoma","albigula",158,"Control"
1989,"Neotoma","albigula",177,"Control"
1989,"Neotoma","albigula",183,"Control"
1989,"Neotoma","albigula",77,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",100,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",121,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",145,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",160,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",167,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",188,"Long-term Krat Exclosure"
1989,"Neotoma","albigula",190,"Long-term Krat Exclosure"
1990,"Neotoma","albigula",176,"Control"
1990,"Neotoma","albigula",193,"Control"
1990,"Neotoma","albigula",195,"Control"
1990,"Neotoma","albigula",218,"Control"
1990,"Neotoma","albigula",122,"Control"
1990,"Neotoma","albigula",138,"Control"
1990,"Neotoma","albigula",145,"Control"
1990,"Neotoma","albigula",194,"Control"
1990,"Neotoma","albigula",197,"Control"
1990,"Neotoma","albigula",243,"Long-term Krat Exclosure"
1990,"Neotoma","albigula",104,"Control"
1990,"Neotoma","albigula",158,"Control"
1990,"Neotoma","albigula",164,"Control"
1990,"Neotoma","albigula",165,"Control"
1990,"Neotoma","albigula",169,"Control"
1990,"Neotoma","albigula",170,"Control"
1990,"Neotoma","albigula",170,"Control"
1990,"Neotoma","albigula",180,"Control"
1990,"Neotoma","albigula",191,"Control"
1991,"Neotoma","albigula",81,"Control"
1991,"Neotoma","albigula",126,"Control"
1991,"Neotoma","albigula",154,"Control"
1991,"Neotoma","albigula",165,"Control"
1991,"Neotoma","albigula",174,"Control"
1991,"Neotoma","albigula",178,"Control"
1991,"Neotoma","albigula",180,"Control"
1991,"Neotoma","albigula",185,"Control"
1991,"Neotoma","albigula",185,"Control"
1991,"Neotoma","albigula",71,"Long-term Krat Exclosure"
1991,"Neotoma","albigula",126,"Long-term Krat Exclosure"
1991,"Neotoma","albigula",166,"Long-term Krat Exclosure"
1991,"Neotoma","albigula",146,"Control"
1991,"Neotoma","albigula",148,"Control"
1991,"Neotoma","albigula",160,"Control"
1991,"Neotoma","albigula",162,"Control"
1991,"Neotoma","albigula",168,"Control"
1991,"Neotoma","albigula",195,"Control"
1991,"Neotoma","albigula",99,"Long-term Krat Exclosure"
1991,"Neotoma","albigula",113,"Control"
1992,"Neotoma","albigula",114,"Control"
1992,"Neotoma","albigula",130,"Control"
1992,"Neotoma","albigula",135,"Control"
1992,"Neotoma","albigula",220,"Control"
1992,"Neotoma","albigula",66,"Long-term Krat Exclosure"
1992,"Neotoma","albigula",70,"Long-term Krat Exclosure"
1992,"Neotoma","albigula",75,"Long-term Krat Exclosure"
1992,"Neotoma","albigula",166,"Long-term Krat Exclosure"
1992,"Neotoma","albigula",174,"Long-term Krat Exclosure"
1992,"Neotoma","albigula",158,"Control"
1992,"Neotoma","albigula",167,"Control"
1992,"Neotoma","albigula",172,"Control"
1992,"Neotoma","albigula",173,"Control"
1992,"Neotoma","albigula",175,"Control"
1993,"Neotoma","albigula",78,"Control"
1993,"Neotoma","albigula",138,"Control"
1993,"Neotoma","albigula",148,"Control"
1993,"Neotoma","albigula",153,"Control"
1993,"Neotoma","albigula",154,"Control"
1993,"Neotoma","albigula",160,"Control"
1993,"Neotoma","albigula",41,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",62,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",83,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",86,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",90,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",93,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",137,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",144,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",148,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",150,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",161,"Long-term Krat Exclosure"
1993,"Neotoma","albigula",170,"Control"
1993,"Neotoma","albigula",233,"Control"
1993,"Neotoma","albigula",124,"Control"
1994,"Neotoma","albigula",180,"Control"
1994,"Neotoma","albigula",165,"Long-term Krat Exclosure"
1994,"Neotoma","albigula",170,"Long-term Krat Exclosure"
1994,"Neotoma","albigula",171,"Long-term Krat Exclosure"
1994,"Neotoma","albigula",180,"Long-term Krat Exclosure"
1994,"Neotoma","albigula",183,"Long-term Krat Exclosure"
1994,"Neotoma","albigula",220,"Control"
1994,"Neotoma","albigula",226,"Control"
1995,"Neotoma","albigula",165,"Control"
1995,"Neotoma","albigula",171,"Control"
1995,"Neotoma","albigula",138,"Control"
1995,"Neotoma","albigula",152,"Control"
1995,"Neotoma","albigula",160,"Control"
1996,"Neotoma","albigula",127,"Control"
1996,"Neotoma","albigula",130,"Control"
1996,"Neotoma","albigula",148,"Control"
1996,"Neotoma","albigula",118,"Control"
1996,"Neotoma","albigula",144,"Control"
1996,"Neotoma","albigula",184,"Control"
1996,"Neotoma","albigula",185,"Control"
1997,"Neotoma","albigula",138,"Control"
1997,"Neotoma","albigula",144,"Control"
1997,"Neotoma","albigula",147,"Control"
1997,"Neotoma","albigula",174,"Control"
1997,"Neotoma","albigula",178,"Control"
1997,"Neotoma","albigula",181,"Control"
1997,"Neotoma","albigula",186,"Control"
1997,"Neotoma","albigula",193,"Control"
1997,"Neotoma","albigula",62,"Control"
1997,"Neotoma","albigula",63,"Control"
1997,"Neotoma","albigula",64,"Control"
1997,"Neotoma","albigula",70,"Control"
1997,"Neotoma","albigula",109,"Control"
1997,"Neotoma","albigula",120,"Control"
1997,"Neotoma","albigula",121,"Control"
1997,"Neotoma","albigula",122,"Control"
1997,"Neotoma","albigula",136,"Control"
1997,"Neotoma","albigula",169,"Control"
1997,"Neotoma","albigula",172,"Control"
1997,"Neotoma","albigula",177,"Control"
1997,"Neotoma","albigula",183,"Control"
1997,"Neotoma","albigula",186,"Control"
1997,"Neotoma","albigula",194,"Control"
1997,"Neotoma","albigula",208,"Control"
1997,"Neotoma","albigula",214,"Control"
1997,"Neotoma","albigula",139,"Long-term Krat Exclosure"
1997,"Neotoma","albigula",231,"Long-term Krat Exclosure"
1997,"Neotoma","albigula",92,"Control"
1997,"Neotoma","albigula",138,"Control"
1997,"Neotoma","albigula",145,"Control"
1997,"Neotoma","albigula",162,"Control"
1997,"Neotoma","albigula",170,"Control"
1998,"Neotoma","albigula",110,"Control"
1998,"Neotoma","albigula",132,"Control"
1998,"Neotoma","albigula",143,"Control"
1998,"Neotoma","albigula",149,"Control"
1998,"Neotoma","albigula",158,"Control"
1998,"Neotoma","albigula",165,"Control"
1998,"Neotoma","albigula",168,"Control"
1998,"Neotoma","albigula",178,"Control"
1998,"Neotoma","albigula",182,"Control"
1998,"Neotoma","albigula",188,"Control"
1998,"Neotoma","albigula",190,"Control"
1998,"Neotoma","albigula",200,"Control"
1998,"Neotoma","albigula",175,"Control"
1998,"Neotoma","albigula",178,"Control"
1998,"Neotoma","albigula",189,"Control"
1998,"Neotoma","albigula",196,"Control"
1998,"Neotoma","albigula",199,"Control"
1998,"Neotoma","albigula",238,"Control"
1998,"Neotoma","albigula",140,"Control"
1998,"Neotoma","albigula",76,"Long-term Krat Exclosure"
1998,"Neotoma","albigula",140,"Long-term Krat Exclosure"
1998,"Neotoma","albigula",147,"Long-term Krat Exclosure"
1998,"Neotoma","albigula",187,"Long-term Krat Exclosure"
1998,"Neotoma","albigula",93,"Control"
1998,"Neotoma","albigula",120,"Control"
1999,"Neotoma","albigula",131,"Control"
1999,"Neotoma","albigula",153,"Control"
1999,"Neotoma","albigula",154,"Control"
1999,"Neotoma","albigula",162,"Control"
1999,"Neotoma","albigula",194,"Control"
1999,"Neotoma","albigula",194,"Control"
1999,"Neotoma","albigula",195,"Control"
1999,"Neotoma","albigula",200,"Control"
1999,"Neotoma","albigula",220,"Control"
1999,"Neotoma","albigula",168,"Control"
1999,"Neotoma","albigula",168,"Control"
1999,"Neotoma","albigula",173,"Control"
1999,"Neotoma","albigula",182,"Control"
1999,"Neotoma","albigula",190,"Control"
1999,"Neotoma","albigula",203,"Control"
1999,"Neotoma","albigula",212,"Control"
2000,"Neotoma","albigula",137,"Control"
2000,"Neotoma","albigula",144,"Control"
2000,"Neotoma","albigula",158,"Control"
2000,"Neotoma","albigula",173,"Control"
2000,"Neotoma","albigula",181,"Control"
2000,"Neotoma","albigula",183,"Control"
2000,"Neotoma","albigula",184,"Control"
2000,"Neotoma","albigula",185,"Control"
2000,"Neotoma","albigula",200,"Control"
2000,"Neotoma","albigula",228,"Control"
2000,"Neotoma","albigula",265,"Control"
2000,"Neotoma","albigula",171,"Long-term Krat Exclosure"
2000,"Neotoma","albigula",164,"Control"
2000,"Neotoma","albigula",173,"Control"
2000,"Neotoma","albigula",175,"Control"
2000,"Neotoma","albigula",190,"Control"
2000,"Neotoma","albigula",212,"Control"
2001,"Neotoma","albigula",72,"Control"
2001,"Neotoma","albigula",119,"Control"
2001,"Neotoma","albigula",121,"Control"
2001,"Neotoma","albigula",126,"Control"
2001,"Neotoma","albigula",135,"Control"
2001,"Neotoma","albigula",145,"Control"
2001,"Neotoma","albigula",158,"Control"
2001,"Neotoma","albigula",173,"Control"
2001,"Neotoma","albigula",193,"Control"
2001,"Neotoma","albigula",198,"Control"
2001,"Neotoma","albigula",213,"Control"
2001,"Neotoma","albigula",252,"Control"
2001,"Neotoma","albigula",204,"Control"
2001,"Neotoma","albigula",207,"Control"
2001,"Neotoma","albigula",221,"Control"
2001,"Neotoma","albigula",280,"Control"
2001,"Neotoma","albigula",80,"Control"
2001,"Neotoma","albigula",174,"Control"
2001,"Neotoma","albigula",184,"Control"
